total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región de Valparaíso,Quintero,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región de Valparaíso,Quintero,Semilleros,Otras Semillas,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Total,2,0.7999999999999999,0,0.7999999999999999,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Lisianto (Lisianthus spp.),1,0.1,0,0.1,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Flores de corte,Otras flores de corte o follaje de corte,1,0.7,0,0.7,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Total,5,11.4,11.2,0.2,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Acelga,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Achicoria,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ají,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ajo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Albahaca,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Alcachofa,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Alcaparra,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Alcayota,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Apio,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Arveja Verde,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Berenjena,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Berro,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Betarraga,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Brócoli,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Caigua,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Camote,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Cebolla,1,0.1,0.1,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Chalota,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Choclo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ciboultte,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Cilantro,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Coliflor,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Endibia,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Espárrago,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Espinaca,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Haba,1,0.1,0.1,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Huerta casera (princ. autoconsumo),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Lechuga,1,7,7,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Lufa,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Melón,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Orégano,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Pepino dulce,1,2,2,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Pepino ensalada,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Perejil,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Pimiento (incl. todos los tipos),1,0.2,0,0.2,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Poroto Granado,1,1,1,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Poroto Verde,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Puerro,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Repollo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Rúcula,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ruibardo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Sandía,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Tomate,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Zanahoria,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Zapallo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Zapallo Italiano,1,1,1,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Otras Hortalizas,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Anís,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Azafrán,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Cedrón,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Comino,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Eneldo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Jengibre,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Lavanda,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Manzanilla,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Menta,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Romero,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Ruda,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Salvia,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Tomillo,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Semilleros,Total,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Semilleros,Otras Semillas,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Total,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Total,14,8.28,6.17,0.6,1.51
Región de Valparaíso,Isla de Pascua,Hortalizas,Sin Clasificar,4,1.51,0,0,1.51
Región de Valparaíso,Isla de Pascua,Hortalizas,Acelga,1,0.01,0.01,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Achicoria,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Ají,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Ajo,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Albahaca,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Alcachofa,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Alcaparra,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Alcayota,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Apio,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Arveja Verde,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Berenjena,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Berro,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Betarraga,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Brócoli,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Caigua,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Camote,6,1.52,1.52,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Cebolla,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Chalota,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Choclo,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Ciboultte,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Cilantro,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Coliflor,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Endibia,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Espárrago,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Hortalizas,Espinaca,0,0,0,0,0
